발차기로 애가 날아가고 천장이 뚫리고.....내가 뭘 본거지...?
핑크머리를 지키기 위한 남정네들의 싸움인가 
와 노랑머리 남자애 혀 겁나 길어ㅎㄷㄷ 요플레 먹을떼 개꿀이겠다
오 내용 진짜 신선하다
석가모니가 저렇게 잘생긴건 처음이네
헐 잠만 콩자님!! 저 ㅋㅇ툰에 있는 EVE 봤던 독자에요ㅠㅠ 최근에 정주행 하고 있었는데 콩자님을 네이버에서 만날줄이야 너무 행복해요ㅠㅠㅠ
근데 난 아직 네이버의 연령 기준을 모르겠어 첫컷부터 피가 낭자한데 왜 전체이용가인거야ㅋㅋㅋ
계속 보다가 어? 이 그림체 어디서 봤는데,,,, 했더니 석가모니 빛 표현 선 보고 바로 알아차렸어요!!! eve 되게 독특하고 애정있게 봤는데 ㅜㅜㅜㅜ 다시 만나뵙게 되서 반갑고 행복해요 콩자님!!! 여기서도 월요일마다 기다리겠습다!!!! 사랑해요 ㅠㅠㅜ (여러분 시간 되시면 이 전작 정말 세계관 독특하니까 한번 보세요 ㅜㅜㅜ 며칠을 못 헤어나와요 우리 애들 ㅜㅜㅜㅜ
어머나 세상에 내가 베댓 이라니....EVE 봤던 분들이 눌러 주신건가요ㅠㅠㅠㅠ콩자님 참고로 제 마음속 1위 웹툰 은 아직도 EVE 입니다 그 스토리 아직도 못잊고 가끔 정주하고 있어요 그리고 제 최애커플은 ㅋㄹㅇㄴ였죠ㅎㅎ(EVE 봤던 분들 이라면 누군지 알것 라고 믿어요)(찡긋)
벌레 나올 때 다 싫어ㅜㅠ 진짜 몸에 소름나서 폰 두번이나 집어 던짐
헐 콩자님 네이버로 오셨네요~케이툰 eve 그림작가님+
아니ㅋㅋㅋㅋㅋ나만 개웃기냐ㅋㅋㅋㅋㅋ처흠에 전체이용가라고 써져있어서 음.. 보살이라 하니 일상툰인가?ㅎㅎ 했는데ㅋㅋㅋㅋㅋㅋㅋㅋ피나오고 징그러운거 나오고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 또 보다보니 웹툰은 약빨았지 개재밌지..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미쳤네ㅋㅋㅋㅋ
