분위기 깨서 미안한데 작 중에서 사람 이름 "빅 파이" 할 때마다 나만 자꾸 과자 빅파이 생각나...?아니 만화에 집중을 못하겠어ㅋㅋㅋㅋㅋ
ㄹㅇ 요즘 네이버 일 잘하네
네이버 시대극 장르 진짜 오랜만에 본다ㅠㅠㅠㅠㅠ 이런 장르 좀 더 많이 나왔으면
아니 여자 코드네임은 오예스냐
신작에 별테는 네이버 전통이냐;;;;?작가님 별테 신경쓰지 마세요!!!! 그림체도 딱 제 스타일이고...>< 앞으로 매주 챙겨볼 게 늘었네요!!
와..진짜 이거너무 좋다!!남주 얼굴 특히  내 취향은발에 날렵한얼굴에.....요즘 네이버 일 잘한다!!작가님별테 신경쓰지 맙시다!!
요즘 네웹에서 로판? 좀 다른 시대극인 로맨스 장르를 적극적으로 도입하기 시작했나보네요 저무는 해도 그렇고 제가 이런 시대극을 좋아해서 너무 좋아요 ㅠㅠㅠ 그림체도 이쁘고 그리고 적과의 사랑?이라니 ㅠㅜㅜ 벌써부터 콧구멍이 벌렁거립니다.
미 미친 약간 이루어지기 힘든 사랑?같은 건가...여주가 첩자 남주가 적군 높은사람 짜릿하다
뭐지 요즘 네이버가 내 취향을 잘아네? 매우 감사합니다
요즘 하도 고증을 트집 많이 잡아서 아예 작가님들이 실존하는 나라 이름을 피하네요. 누가 봐도 1차 대전 때 도이칠란드 인데.. 이름을 바꾸니 역사물이 아니라 판타지인 것 같은 느낌.
난 애플파이가 더 좋은데..
미국과 러시아 냉전시대 보는 것 같음 넘 재밌겠다
미친 네이버 요즘 시리즈 광고도 그렇고 신작들도 잘가져오네...  
이중첩자.. 갓띵작의 느낌..
이제 신작에 별테는 네이버 신고식됨;;;;;;
성희롱+인신공격+갑질 삼단콤보의 모습인데
보반 진짜 혐오스럽고 상상한 그대로다
여주 염색하니깐 에리얼같다
죄송하지만...금니를 보던저는 알았습니다....잘못 걸렸어요...(도망쳐..)
성희롱 성추행만 안했음 좋겠는데 딱보면 다할것처럼 생겼네 샹
상사 벌써부터 느낌이 탈주각인데
주인공 뭔가 임무를 완수해도 토사구팽 당할것 같은데..
시대물 너무 좋아요 ㅎㅎ
미친 그림체 존나 예뻐
떳다 떳다!! 2화 떳다!!
떴다 떴다 웹툰이 날아라 날아라 떴다 떴다 웹툰이어서 읽일자
그래서 다음껀 어케 되죠?
1화는 남주미모에 충격2화는 아저씨금니에 충격3화는 갑자기 분위기 총격네웹은 서버에 타격;
저 안경잡이가 의원부인이랑 연관있는듯ㅋㅋㅋㅋㅋㅋ갑자기 부인 얘기 꺼내며 급발진하는거보니 ㅋㅋㅋㅋㅋ 부인한테 은혜를 입은 적이 있거나 지가 부인 짝사랑중인 모양이네
배댓 충격이아니고 총격이라고 쓴거에 한번더 충격
정보수집은 우리가 하는 중인듯 우리도 이해하는 중이야 줍줍
디터새끼 왤케 잘생기게 그리셨어요ㅠㅠ
뭐야 벌써 들킨다고..?
갑자기,?!
아니 잠깐 1화 보니까 여주랑 결혼하는게 저 금니 아저씨잖아.......?
첫번째 배댓 충격을 총격으로 잘못친게 아니라 일부러 총격이라고 쓴것같은데 그걸 오타로 받아드리는 두번째 배댓에 충격
