와우 과학고를 포기하다니 껄껄 현실성이 없잖아?
pass 몽총아..
아니 뭐 perfect라고 생각할수도 있지 왜 배댓 기를 죽여요
신작 별테 요즘 왜이리 심각함? 인생에 불만이 많은 애들이 여기서 화풀이라도 하고 가냐ㅋㅋ?
저 친구 아쉽게 여주 자리를 스스로 차버렸네
관광고 조리과 다니는 여학생인데요 실제로 방송 보고 멋있어서 오시는 분들 신중히 생각해 주세요 제대로 맘 먹고 온 친구들도 육체적으로 많이 힘들다는 걸 알고 포기 많이해요 특히 여자는 남자보다 체력적으로 차별을 많이 받아요 정말 좋아하는 일인데 그럴 때마다 슬픕니다 웹툰과 관련 없는 얘기 였지만 한 분이라도 보셨으면 좋겠습니다그리고 작가님 앞으로 화이팅 하세요!
그래서 요리란 뭔데?
f는 fail이지 뭔 f uck이야
작가님 한국조리과학고등학교 졸업생 맞으시다고 베도때부터 말씀하셨었어요 저도 한조고 재학중인데 전체적으로 저희학교랑 비슷해서 여쭈어 보았는데 직접 졸업생이라고 그러셨습니다:)
웹툰다보고 더볼꺼없나하고 내렸더니 나옴
개인적으로 이런 웹툰 너무너무 좋은데 요즘 요리사라는 직업이 각광 받다보니 너무 쉽게 생각하는 사람들도 있는거 같아요ㅠㅠ티비에 나오는 고든램지 이연복쉪들은 극히 일부랍니당..현실은 진짜 엄청 빡세요ㅠㅠ그냥 우와 멋지다 나도 할래!!!이런 마음이라면 말리구 싶어요ㅠㅠ티비 속 쉪들은 요리만 멋지게 하지만 현실은 재료준비 사람들과의 마찰 요리에 대한 평가 끊임없는 고민..만만치 않습니당ㅠㅠ
베도때부터 엄청 기다렸어요 ㅠㅠㅠㅠ 꽃길만 걸으세요 작가님!!!!!!!!
헐 기다렸어요 ㅠㅠ
뭔 1화로 만화를 완전히 판단하냐
